"","X","Country","X2015","X2016","X2017","X2018","X2019","X2020","Function","Subfunction","Indicator","Continent","ideal_state","unit"
"1353",3,"Mexico",32.13,32.48,32.95,44.46,44.72,44.82,"Source","renewable ressources","Surfacewater Stress","America",25,"% of stress"
"1354",4,"Mexico",22.20667,22.54667,22.92667,23.22667,23.4,23.54667,"Source","renewable ressources","Groundwater stress","America",25,"%"
"1355",5,"Mexico",5.6,5.6,5.6,5.6,5.6,5.6,"Source","non-renewables ressources","area with tolerable erosion","America",2,"Tonnes/hectare/year"
"1356",6,"Mexico",6.5595816,6.5673478,6.5269589,6.3486377,6.2077965,5.5740053,"Sink","global System","CO2 emissions [tonnes per capita]","America",2.88,"tonnes per year per capita"
"1357",7,"Mexico",660.37,519.66,414.22,321.07,234.53,156.47,"Sink","global System","Consumption of HCFC in ODP per capita","America",7.1235,"0.5% compare to 2007 in CO2-eq tonnes"
"1358",8,"Mexico",NA,NA,NA,NA,NA,55.7,"Sink","critical ecosystems","Proportion of surface water in good chemical status","America",100,"%"
"1359",9,"Mexico",74.24038,74.22205,74.19407,74.16992,74.14123,74.08223,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","America",100,"%"
"1360",10,"Mexico",85.51,85.33,80.39,79.42,79.04,79.92,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","America",100,"%"
"1361",11,"Mexico",21.8,21.21,20.44,18.75,17.83,17.83,"Human health and welfare","human health","Concentrations of PM2.5","America",5,"µg/m3"
"1362",12,"Mexico",42.31229,42.49678,42.67933,42.84912,42.93896,43.02628,"Human health and welfare","human health","Drinking water contamination","America",100,"% without E.coli"
"1363",13,"Mexico",37.5,37.5,35.71429,35.71429,35.71429,37.5,"Human health and welfare","landscape and amenity","status of world heritage sites","America",100,"% Good status"
"1364",1,"Micronesia",101.0407,101.0879,101.1351,101.1822,101.2294,101.2766,"Source","renewable ressources","state of forest reccources","Oceania",100,"%"
"1365",2,"Micronesia",82.61,82.61,77.55,77.55,77.55,77.55,"Source","renewable ressources","Proportion of fish stocks not overexploited","Oceania",100,"% Sus fish stock"
"1366",3,"Micronesia",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","Groundwater stress","Oceania",25,"%"
"1367",4,"Micronesia",3.75,3.75,3.75,3.75,3.75,3.75,"Source","non-renewables ressources","area with tolerable erosion","Oceania",2,"Tonnes/hectare/year"
"1368",5,"Micronesia",0,0.04,0,0,0.1,0,"Sink","global System","Consumption of HCFC in ODP per capita","Oceania",0,"0.5% compare to 2007 in CO2-eq tonnes"
"1369",6,"Micronesia",NA,NA,NA,NA,NA,NA,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Oceania",100,"%"
"1370",7,"Micronesia",83.39,83.4,83.27,83.15,83.01,82.88,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","Oceania",100,"%"
"1371",8,"Micronesia",7.65,7.73,7.62,7.63,7.79,7.79,"Human health and welfare","human health","Concentrations of PM2.5","Oceania",5,"µg/m3"
"1372",1,"Moldova",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","state of forest reccources","Europe",100,"%"
"1373",2,"Moldova",12.47,12.52,12.47,12.43,12.46,12.56,"Source","renewable ressources","Surfacewater Stress","Europe",25,"% of stress"
"1374",3,"Moldova",10,10,10,10,10,10,"Source","renewable ressources","Groundwater stress","Europe",25,"%"
"1375",4,"Moldova",2.03,2.03,2.03,2.03,2.03,2.03,"Source","non-renewables ressources","area with tolerable erosion","Europe",2,"Tonnes/hectare/year"
"1376",5,"Moldova",4.148623,4.2729991,4.3522839,4.6432702,4.813234,4.7865786,"Sink","global System","CO2 emissions [tonnes per capita]","Europe",2.88,"tonnes per year per capita"
"1377",6,"Moldova",0.82,0,0,0.31,0.53,0.56,"Sink","global System","Consumption of HCFC in ODP per capita","Europe",0.0105,"0.5% compare to 2007 in CO2-eq tonnes"
"1378",7,"Moldova",50.75538,50.38475,50.0104,49.70804,49.45861,49.28782,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Europe",100,"%"
"1379",8,"Moldova",13.61,12.51,11.98,13.3,12.37,12.37,"Human health and welfare","human health","Concentrations of PM2.5","Europe",5,"µg/m3"
"1380",9,"Moldova",76.01975,76.00925,75.99829,75.98663,75.97384,75.9597,"Human health and welfare","human health","Drinking water contamination","Europe",100,"% without E.coli"
"1381",1,"Monaco",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","state of forest reccources","Europe",100,"%"
"1382",2,"Monaco",37.84,37.84,37.5,37.5,37.5,37.5,"Source","renewable ressources","Proportion of fish stocks not overexploited","Europe",100,"% Sus fish stock"
"1383",3,"Monaco",3.35,3.35,3.35,3.35,3.35,3.35,"Source","non-renewables ressources","area with tolerable erosion","Europe",2,"Tonnes/hectare/year"
"1384",4,"Monaco",0,0,0,0,0,0,"Sink","global System","Consumption of HCFC in ODP per capita","Europe",5e-04,"0.5% compare to 2007 in CO2-eq tonnes"
"1385",5,"Monaco",62.43,62.05,61.67,61.28,60.9,60.52,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","Europe",100,"%"
"1386",6,"Monaco",10.41,9.53,9.63,9.88,9.21,9.21,"Human health and welfare","human health","Concentrations of PM2.5","Europe",5,"µg/m3"
"1387",7,"Monaco",100,100,100,100,100,100,"Human health and welfare","human health","Drinking water contamination","Europe",100,"% without E.coli"
"1388",1,"Mongolia",98.8504,98.84273,98.83506,98.82739,98.81972,98.81205,"Source","renewable ressources","state of forest reccources","Asia",100,"%"
"1389",2,"Mongolia",3.15,3.4,3.4,3.4,3.4,3.4,"Source","renewable ressources","Surfacewater Stress","Asia",25,"% of stress"
"1390",3,"Mongolia",5.737705,6.229508,6.229508,6.229508,6.229508,6.229508,"Source","renewable ressources","Groundwater stress","Asia",25,"%"
"1391",4,"Mongolia",1.43,1.43,1.43,1.43,1.43,1.43,"Source","non-renewables ressources","area with tolerable erosion","Asia",2,"Tonnes/hectare/year"
"1392",5,"Mongolia",15.7888349,17.7806917,19.3337795,19.8988313,20.7394836,21.0416483,"Sink","global System","CO2 emissions [tonnes per capita]","Asia",2.88,"tonnes per year per capita"
"1393",6,"Mongolia",0.64,0.45,0.59,0.69,0.74,0.02,"Sink","global System","Consumption of HCFC in ODP per capita","Asia",0.008,"0.5% compare to 2007 in CO2-eq tonnes"
"1394",7,"Mongolia",49.20559,49.37932,49.52121,49.63852,49.73584,49.81141,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Asia",100,"%"
"1395",8,"Mongolia",47.79,47.5,45.5,44.04,41.3,41.3,"Human health and welfare","human health","Concentrations of PM2.5","Asia",5,"µg/m3"
"1396",9,"Mongolia",76.06872,76.55067,77.03102,77.51716,78.00867,78.50515,"Human health and welfare","human health","Drinking water contamination","Asia",100,"% without E.coli"
"1397",10,"Mongolia",50,50,50,50,50,50,"Human health and welfare","landscape and amenity","status of world heritage sites","Asia",100,"% Good status"
"1398",1,"Montenegro",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","state of forest reccources","Europe",100,"%"
"1399",2,"Montenegro",37.84,37.84,37.5,37.5,37.5,37.5,"Source","renewable ressources","Proportion of fish stocks not overexploited","Europe",100,"% Sus fish stock"
"1400",3,"Montenegro",7.61,7.61,7.61,7.61,7.61,7.61,"Source","non-renewables ressources","area with tolerable erosion","Europe",2,"Tonnes/hectare/year"
"1401",4,"Montenegro",0.67,0.62,0.19,0.17,0.05,0.13,"Sink","global System","Consumption of HCFC in ODP per capita","Europe",0.0035,"0.5% compare to 2007 in CO2-eq tonnes"
"1402",5,"Montenegro",100,100,100,100,100,88.8,"Sink","critical ecosystems","Proportion of surface water in good chemical status","Europe",100,"%"
"1403",6,"Montenegro",0,0,0,0,0,100,"Sink","critical ecosystems","Proportion of ground water in good chemical status","Europe",100,"%"
"1404",7,"Montenegro",63.79633,64.2934,64.71336,65.25978,65.69757,66.02158,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Europe",100,"%"
"1405",8,"Montenegro",64.74,63.04,63.45,62.55,61.39,61.3,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","Europe",100,"%"
"1406",9,"Montenegro",22.5,21.48,22.66,23.35,19.3,19.3,"Human health and welfare","human health","Concentrations of PM2.5","Europe",5,"µg/m3"
"1407",10,"Montenegro",91.87298,92.49446,93.11635,93.71333,94.30558,94.35275,"Human health and welfare","human health","Drinking water contamination","Europe",100,"% without E.coli"
"1408",11,"Montenegro",25,25,25,25,25,25,"Human health and welfare","landscape and amenity","status of world heritage sites","Europe",100,"% Good status"
"1409",1,"Montserrat",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","state of forest reccources","Europe",100,"%"
"1410",2,"Montserrat",60.34,60.34,61.4,61.4,61.4,61.4,"Source","renewable ressources","Proportion of fish stocks not overexploited","Europe",100,"% Sus fish stock"
"1411",3,"Montserrat",NA,NA,NA,NA,NA,NA,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Europe",100,"%"
"1412",4,"Montserrat",84.87,84.55,83.72,84.15,84.05,83.96,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","Europe",100,"%"
"1413",1,"Morocco",103.595,103.8702,104.0853,104.2675,104.4588,104.6484,"Source","renewable ressources","state of forest reccources","Africa",100,"%"
"1414",2,"Morocco",47.49,47.49,47.32,47.32,47.32,47.32,"Source","renewable ressources","Proportion of fish stocks not overexploited","Africa",100,"% Sus fish stock"
"1415",3,"Morocco",50.75,50.75,50.75,50.75,50.75,50.75,"Source","renewable ressources","Surfacewater Stress","Africa",25,"% of stress"
"1416",4,"Morocco",23.2,23.2,23.2,23.2,23.2,23.2,"Source","renewable ressources","Groundwater stress","Africa",25,"%"
"1417",5,"Morocco",5.65,5.65,5.65,5.65,5.65,5.65,"Source","non-renewables ressources","area with tolerable erosion","Africa",2,"Tonnes/hectare/year"
"1418",6,"Morocco",2.8035726,2.7847984,2.8722951,2.9114425,3.0688184,2.9169402,"Sink","global System","CO2 emissions [tonnes per capita]","Africa",2.88,"tonnes per year per capita"
"1419",7,"Morocco",16.88,26.88,32.64,23.24,27.49,25.26,"Sink","global System","Consumption of HCFC in ODP per capita","Africa",0.166,"0.5% compare to 2007 in CO2-eq tonnes"
"1420",8,"Morocco",81,81,81,81,81,NA,"Sink","critical ecosystems","Proportion of surface water in good chemical status","Africa",100,"%"
"1421",9,"Morocco",76.3,76.3,76.3,76.3,76.3,NA,"Sink","critical ecosystems","Proportion of ground water in good chemical status","Africa",100,"%"
"1422",10,"Morocco",74.61949,74.59423,74.54831,74.51624,74.46579,74.43975,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Africa",100,"%"
"1423",11,"Morocco",68.41,65.46,65.95,65.91,65.81,66.32,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","Africa",100,"%"
"1424",12,"Morocco",13.48,13.55,13.91,13.58,13.44,13.44,"Human health and welfare","human health","Concentrations of PM2.5","Africa",5,"µg/m3"
"1425",13,"Morocco",79.41592,80.50771,81.57725,82.62472,83.65011,84.65381,"Human health and welfare","human health","Drinking water contamination","Africa",100,"% without E.coli"
"1426",1,"Mozambique",87.9075,87.18529,86.67161,86.24899,85.65097,85.13589,"Source","renewable ressources","state of forest reccources","Africa",100,"%"
"1427",2,"Mozambique",66.67,66.67,68.29,68.29,68.29,68.29,"Source","renewable ressources","Proportion of fish stocks not overexploited","Africa",100,"% Sus fish stock"
"1428",3,"Mozambique",1.75,1.75,1.75,1.75,1.75,1.75,"Source","renewable ressources","Surfacewater Stress","Africa",25,"% of stress"
"1429",4,"Mozambique",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","Groundwater stress","Africa",25,"%"
"1430",5,"Mozambique",2.65,2.65,2.65,2.65,2.65,2.65,"Source","non-renewables ressources","area with tolerable erosion","Africa",2,"Tonnes/hectare/year"
"1431",6,"Mozambique",1.0104574,1.0764747,1.1365569,1.1700618,1.0840489,1.0002029,"Sink","global System","CO2 emissions [tonnes per capita]","Africa",2.88,"tonnes per year per capita"
"1432",7,"Mozambique",7.15,7.04,5.03,4.02,3.58,2.21,"Sink","global System","Consumption of HCFC in ODP per capita","Africa",0.0325,"0.5% compare to 2007 in CO2-eq tonnes"
"1433",8,"Mozambique",66.87641,66.75609,66.61895,66.48332,66.35673,66.25136,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Africa",100,"%"
"1434",9,"Mozambique",77.1,73.35,72.84,72.64,73.15,74.14,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","Africa",100,"%"
"1435",10,"Mozambique",16.68,16.43,16.26,16.68,16.45,16.45,"Human health and welfare","human health","Concentrations of PM2.5","Africa",5,"µg/m3"
"1436",1,"Myanmar",77.333,76.58603,75.83906,75.0921,74.34513,73.59816,"Source","renewable ressources","state of forest reccources","Asia",100,"%"
"1437",2,"Myanmar",73.08,73.08,68.63,68.63,68.63,68.63,"Source","renewable ressources","Proportion of fish stocks not overexploited","Asia",100,"% Sus fish stock"
"1438",3,"Myanmar",5.8,5.8,5.8,5.8,5.8,5.8,"Source","renewable ressources","Surfacewater Stress","Asia",25,"% of stress"
"1439",4,"Myanmar",0.6590258,0.6590258,0.6590258,0.6590258,0.6590258,0.6590258,"Source","renewable ressources","Groundwater stress","Asia",25,"%"
"1440",5,"Myanmar",4.62,4.62,4.62,4.62,4.62,4.62,"Source","non-renewables ressources","area with tolerable erosion","Asia",2,"Tonnes/hectare/year"
"1441",6,"Myanmar",2.6031804,2.7005218,2.964667,3.0450728,3.1450639,3.1720272,"Sink","global System","CO2 emissions [tonnes per capita]","Asia",2.88,"tonnes per year per capita"
"1442",7,"Myanmar",1.48,3.34,3.59,3.37,3.5,2.04,"Sink","global System","Consumption of HCFC in ODP per capita","Asia",0.012,"0.5% compare to 2007 in CO2-eq tonnes"
"1443",8,"Myanmar",80.28304,80.1868,80.07988,79.99116,79.90192,79.79614,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Asia",100,"%"
"1444",9,"Myanmar",83.65,88.15,88.84,89.39,86.62,81.83,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","Asia",100,"%"
"1445",10,"Myanmar",26.53,29.25,25.93,26.04,27.16,27.16,"Human health and welfare","human health","Concentrations of PM2.5","Asia",5,"µg/m3"
"1446",11,"Myanmar",55.40714,56.08707,56.76948,57.45449,58.14173,58.83109,"Human health and welfare","human health","Drinking water contamination","Asia",100,"% without E.coli"
"1447",1,"Namibia",80.40722,79.59084,78.77446,77.95808,77.1417,76.32533,"Source","renewable ressources","state of forest reccources","Africa",100,"%"
"1448",2,"Namibia",67.65,67.65,67.65,67.65,67.65,67.65,"Source","renewable ressources","Proportion of fish stocks not overexploited","Africa",100,"% Sus fish stock"
"1449",3,"Namibia",0.86,0.86,0.86,0.86,0.86,0.86,"Source","renewable ressources","Surfacewater Stress","Africa",25,"% of stress"
"1450",4,"Namibia",6.190476,6.190476,6.190476,6.190476,6.190476,6.190476,"Source","renewable ressources","Groundwater stress","Africa",25,"%"
"1451",5,"Namibia",2.41,2.41,2.41,2.41,2.41,2.41,"Source","non-renewables ressources","area with tolerable erosion","Africa",2,"Tonnes/hectare/year"
"1452",6,"Namibia",5.2518558,5.5309514,5.2899613,5.1725232,5.1217793,4.9629475,"Sink","global System","CO2 emissions [tonnes per capita]","Africa",2.88,"tonnes per year per capita"
"1453",7,"Namibia",5.36,3.76,2.68,1.71,0.77,0.74,"Sink","global System","Consumption of HCFC in ODP per capita","Africa",0.059,"0.5% compare to 2007 in CO2-eq tonnes"
"1454",8,"Namibia",72.85,72.85,72.85,72.85,72.85,NA,"Sink","critical ecosystems","Proportion of surface water in good chemical status","Africa",100,"%"
"1455",9,"Namibia",100,100,100,100,100,NA,"Sink","critical ecosystems","Proportion of ground water in good chemical status","Africa",100,"%"
"1456",10,"Namibia",77.04337,77.04935,77.05137,77.05624,77.04677,77.04576,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Africa",100,"%"
"1457",11,"Namibia",72.3,70.51,71.52,71.72,71.71,71.17,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","Africa",100,"%"
"1458",12,"Namibia",11.88,11.9,11.98,11.88,11.81,11.81,"Human health and welfare","human health","Concentrations of PM2.5","Africa",5,"µg/m3"
"1459",13,"Namibia",75,75,75,75,75,75,"Human health and welfare","landscape and amenity","status of world heritage sites","Africa",100,"% Good status"
"1460",1,"Nauru",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","state of forest reccources","Oceania",100,"%"
"1461",2,"Nauru",82.61,82.61,77.55,77.55,77.55,77.55,"Source","renewable ressources","Proportion of fish stocks not overexploited","Oceania",100,"% Sus fish stock"
"1462",3,"Nauru",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","Groundwater stress","Oceania",25,"%"
"1463",4,"Nauru",14.38,14.38,14.38,14.38,14.38,14.38,"Source","non-renewables ressources","area with tolerable erosion","Oceania",2,"Tonnes/hectare/year"
